String Index	Text
Beowulf's Mask	Beowulf's Mask
Golem Shell	Golem Shell
Arthur's Crown	Arthur's Crown
Visor of the Tropics	Visor of the Tropics
Diablo's Horns	Diablo's Horns
Death's Cowl	Death's Cowl
Spirit of Genghis Khan	Spirit of Genghis Khan
Arreat's Faceplate	Arreat's Faceplate
Bruenor's Cranium	Bruenor's Cranium
The Rainbow Cloak	The Rainbow Cloak
Zuez' Padding	Zuez' Padding
Gecko's Leather	Gecko's Leather
Ragegarb	Ragegarb
Rathma's Protector	Rathma's Protector
Mail of the Shadows	Mail of the Shadows
Fearless Garb	Fearless Garb
Mail of the Sun	Mail of the Sun
Rasputin's Chestplate	Rasputin's Chestplate
Darkmage's Robe	Darkmage's Robe
Krujoy's Mail	Krujoy's Mail
Flashpoint Armor	Flashpoint Armor
Ironlord's Plate	Ironlord's Plate
Plate of Spikes	Plate of Spikes
Frozen Soulbearer	Frozen Soulbearer
Spikes of the Rhyno	Spikes of the Rhyno
Lightbringer's Revenge	Lightbringer's Revenge
Corrupted Sanctuary	Corrupted Sanctuary
Steel of Legends	Steel of Legends
Shroud of Azalin	Shroud of Azalin
Robe of the White Mage	Robe of the White Mage
Black Armor	Black Armor
Demon Skin	Demon Skin
Palashia's Defense	Palashia's Defense
Robe of the Phoenix	Robe of the Phoenix
Ancient Guardian	Ancient Guardian
Armor of the Wind	Armor of the Wind
Scarab Demon Carapace	Scarab Demon Carapace
Wisdom's Wrap	Wisdom's Wrap
Mountain's Skin	Mountain's Skin
Arkaine's Valor	Arkaine's Valor
Armor of the Deep	Armor of the Deep
Piotyr's Plate	Piotyr's Plate
Templar Protector	Templar Protector
The Iron Maiden	The Iron Maiden
Armor of the Dragon Mage	Armor of the Dragon Mage
Drizzt's Mithril	Drizzt's Mithril
Demonspike Coat	Demonspike Coat
Lothar's Cape	Lothar's Cape
Nightscape	Nightscape
Cottonmouth Jacket	Cottonmouth Jacket
Hellrust	Hellrust
Brilliance	Brilliance
Chains of Binding	Chains of Binding
Acero Frio	Acero Frio
Vulcanguard	Vulcanguard
Atlastrust	Atlastrust
Kaija's Gown	Kaija's Gown
Hellforge's Finest	Hellforge's Finest
Blanchwood Vest	Blanchwood Vest
Aakta's Defense	Aakta's Defense
Leoric's Plate	Leoric's Plate
Robes of Power	Robes of Power
Deflective Spikes	Deflective Spikes
Izeal's Vise	Izeal's Vise
Silvasa's Dress	Silvasa's Dress
The Guardian of Time	The Guardian of Time
Romanary Pelt	Romanary Pelt
Stargate	Stargate
Mercenary's Brace	Mercenary's Brace
Spikes of Rajamir	Spikes of Rajamir
Raven's Shield	Raven's Shield
Skullbear's Soul	Skullbear's Soul
Stormwynd's Mania	Stormwynd's Mania
Phrozen Heart	Phrozen Heart
Defender of Justice	Defender of Justice
The Deflector	The Deflector
Karcheus' Ward	Karcheus' Ward
The Face of the Sun	The Face of the Sun
Spikewall	Spikewall
The Shield of Pain	The Shield of Pain
Tortured Souls	Tortured Souls
Wall of the Ancient Oak	Wall of the Ancient Oak
Link's Mirror	Link's Mirror
Mithril Shield	Mithril Shield
Lady Raven's Power	Lady Raven's Power
Elzix's Treasure	Elzix's Treasure
Cyclop's Protector	Cyclop's Protector
The Seduction of Pain	The Seduction of Pain
Dragon's Breach	Dragon's Breach
Icon of Sin	Icon of Sin
The Barricade	The Barricade
Guardian Angel	Guardian Angel
Stonewall	Stonewall
Leather of Luck	Leather of Luck
Hand of Grog	Hand of Grog
Gloves of Firebrand	Gloves of Firebrand
Darkflight Hand	Darkflight Hand
Heartrand's Gaunts	Heartrand's Gaunts
Fireheart's Hand	Fireheart's Hand
Hands of the Assassin	Hands of the Assassin
Gloves of Nor Tiraj	Gloves of Nor Tiraj
Shiva's Touch	Shiva's Touch
Runefusion	Runefusion
Suffocation of Indifference	Suffocation of Indifference
Lockheart's Grip	Lockheart's Grip
Gloves of the Dark Mage	Gloves of the Dark Mage
The Hands of Atlas	The Hands of Atlas
Death's Grip	Death's Grip
Iron Fist	Iron Fist
Herculean Grip	Herculean Grip
Greiz's Legion	Greiz's Legion
Boots of Firewalk	Boots of Firewalk
Icelander's Wear	Icelander's Wear
Orcish Walkgarb	Orcish Walkgarb
Vindalay's Sole	Vindalay's Sole
Lightmaster's Walk	Lightmaster's Walk
Zhoul's Slippers	Zhoul's Slippers
Demonspeed	Demonspeed
Flickerheel	Flickerheel
Chillcobble	Chillcobble
Boots of the Valiant	Boots of the Valiant
Haste of Athulua	Haste of Athulua
Wren's Reinforced Tech Boots	Wren's Reinforced Tech Boots
Heart of the Moon	Heart of the Moon
Boots of the Serpent	Boots of the Serpent
Boots of Aether	Boots of Aether
Hermes' Gift	Hermes' Gift
The Heel of Blood	The Heel of Blood
Spirits of the Dead	Spirits of the Dead
Imperial Sash	Imperial Sash
Raimen's Belt of Fear	Raimen's Belt of Fear
Glowharness	Glowharness
Blustone's Belt	Blustone's Belt
Harness of the Gods	Harness of the Gods
Goldark's Strap	Goldark's Strap
Smiles of Fortune	Smiles of Fortune
Rumour of Pain	Rumour of Pain
Strap of Cythys	Strap of Cythys
Battlecharge	Battlecharge
Timeloop	Timeloop
Circle of the Ancients	Circle of the Ancients
Blazeband	Blazeband
Band of Constriction	Band of Constriction
Laertes' Treasure	Laertes' Treasure
Spartacus' Defense	Spartacus' Defense
Girdle of Giant Strength	Girdle of Giant Strength
The Belt of Zeus	The Belt of Zeus
Hinge of Sinnew	Hinge of Sinnew
Crusheye	Crusheye
The Raging Bull	The Raging Bull
Army of One	Army of One
The Augmentor	The Augmentor
Helm of the Dead King	Helm of the Dead King
Savannah's Pride	Savannah's Pride
The Crimson Faceplate	The Crimson Faceplate
Phase Visor	Phase Visor
Arreat's Face	Arreat's Face
Coldfist's Icy Stare	Coldfist's Icy Stare
Adrenaline Rush	Adrenaline Rush
Wyrm's Wrap	Wyrm's Wrap
Larzuk's Innovation	Larzuk's Innovation
The Ancients' Blessing	The Ancients' Blessing
Wirt's Skull	Wirt's Skull
Corpsefire's Head	Corpsefire's Head
Radament's Rotting Skull	Radament's Rotting Skull
Pitspawn's Gaze	Pitspawn's Gaze
Andariel's Face	Andariel's Face
Ancient Kaa's Soul	Ancient Kaa's Soul
Red Death's Madness	Red Death's Madness
The Grim Compass	The Grim Compass
Disturbing Visions	Disturbing Visions
Homunculus	Homunculus
Splitskull Shield	Splitskull Shield
Head of the Cerberus	Head of the Cerberus
Shenk's Mask	Shenk's Mask
Winged Embrace	Winged Embrace
Dracula's Wit	Dracula's Wit
Fang's Valor	Fang's Valor
Shadow Crow	Shadow Crow
Alizee's Flaming Horns	Alizee's Flaming Horns
Razor Beak	Razor Beak
Starwolf's Facade	Starwolf's Facade
Con Dar Warpaint	Con Dar Warpaint
Ravenlord	Ravenlord
Horns of Allesthir	Horns of Allesthir
Phoenix Tail	Phoenix Tail
Jalal's Mane	Jalal's Mane
Necromancer's Essense	Necromancer's Essense
Mojabi's Face	Mojabi's Face
Tetonic Horns	Tetonic Horns
Aire Libre	Aire Libre
Beast of the Night	Beast of the Night
Dogma	Dogma
Archer's Bane	Archer's Bane
Diablo's Crest	Diablo's Crest
The Bishop	The Bishop
King's Blessing	King's Blessing
Gorgon Slayer	Gorgon Slayer
Hadriel's Barricade	Hadriel's Barricade
Wall of the Crusader	Wall of the Crusader
Herald of Zakarum	Herald of Zakarum
Imperial War Guard	Imperial War Guard
Faith	Faith
Godspeed	Godspeed
Heaven's Gate	Heaven's Gate
Leader of the Light	Leader of the Light
Black Hole	Black Hole
Azurewrath_old	Azurewrath
Stormshield_lod	Stormshield
Messerschmidt's Reaver_lod	Messerschmidt's Reaver
Schaefer's Hammer_lod	Schaefer's Hammer
The Grandfather_lod	The Grandfather
Wizardspike_lod	Wizardspike
Eaglehorn_lod	Eaglehorn
The Rising Sun_lod	The Rising Sun
Arreat's Face_lod	Arreat's Face
Homunculus_lod	Homunculus
Titan's Revenge_lod	Titan's Revenge
Lycander's Flank_lod	Lycander's Flank
The Oculus_lod	The Oculus
Herald of Zakarum_lod	Herald of Zakarum
Jalal's Mane_lod	Jalal's Mane
Guardian Angel_lod	Guardian Angel
Arkaine's Valor_lod	Arkaine's Valor
Veil of Steel_lod	Veil of Steel
Lycander's Aim_lod	Lycander's Aim
0ha	Barbarian Tomahawk
0ax	Precision Cleaver
82a	Duo-Axe
0mp	Razor Axe
0wa	Viking Axe
0la	Brawn Axe
0ba	Heavy Axe
0bt	Split Axe
0ga	Guillotine Axe
0gi	Slayer Axe
1sb	Spiderwoven Bow
1hb	Sharp Bow
1lb	Shade Bow
1cb	Dark Bow
1s8	Rogue Bow
1l8	Marksman Bow
1sw	Arcane Bow
1lw	Ancient Bow
1lx	Choice Crossbow
1mx	Marksman Crossbow
1hx	Odysseus Crossbow
1rx	Assassin Crossbow
0dg	Carved Bone
0di	Mithril Knife
0kr	Fang Knife
0bl	Ancient Spike
0ja	Ancient Shards
0pi	Dire Pilum
0s9	Lissom Spear
0gl	Ahab Spear
0ts	Whale Hunter
0cl	Cranium Basher
0sp	Thorned Club
0ma	Arcane Mace
0mt	Serrated Star
0fl	Dire Flail
0wh	Military Hammer
0m0	Ancient Maul
0gm	Titan's Maul
0b7	Urgrosh
0vo	Pole Gauche
0s8	Shadow Scythe
0pa	Royal Partizan
0h0	Guardian
0wc	Death Reaper
5sc	Celestial Scepter
0qs	Holy Scepter
0ws	Blessed Scepter
0sr	Guisarme
0tr	Grapnel
0br	Dragon Spear
0st	Ranseur
0p0	Impaler
1ss	Elder Cane
1ls	Mystic Staff
1cs	Petrified Staff
1bs	Mage Staff
1ws	Arcane Staff
0ss	Gladiator Blade
0sm	Desert Sword
0sb	Rapier
0fc	Okrist
0cr	Jeweled Edge
0bs	Viking Sword
0ls	Arcane Sword
0wd	Trojan Sword
02h	Judgement Blade
0cm	Titan's Dagger
0gs	Lithe Blade
0b0	Dark Sword
0fb	Hellfire Sword
0gd	Death Blade
0tk	Throwing Dagger
0ta	Throwing Hatchet
0bk	Balanced Dagger
0b6	Balanced Hatchet
0wn	Sacred Wand
0yw	Sepulcher Wand
0bw	Callous Wand
0gw	Demonic Wand
aq2	Magic Arrows
cq2	Magic Bolts
gsp	Great Scepter
9gp	Consecrated Scepter
0gp	Seraphic Scepter
apb	Precision Bow
9pb	Tuigan Bow
0pb	Elven Bow
nin	Ninja To
9nn	Wakizashi
0nn	Katana
bts	Tribal Hatchet
9xb	Highland Hatchet
0xb	Arreat's Hatchet
shc	Oak Branch
9sh	Shaman Wand
0sh	Shillelagh
nrd	Ritualistic Dagger
9rd	Sacrificial Dagger
0rd	Ceremonial Dagger
nsy	Wretched Scythe
9ns	Dire Scythe
0ns	Demonic Scythe
syn	Soul Hunter
9sy	Soul Burner
0sy	Soul Destroyer
pbe	Blessed Edge
9be	Divine Blade
0be	Celestial Blade
mnb	Mana Blade
9mn	Energy Blade
0mn	Wizard Blade
Blockplev	+1 Block per %d Levels
Blockplev2	: +1% Block per 2 Levels
CBplev	Crushing Blow per Level
CBp10lev	: +1% Crushing Blow per 7 Levels
Cabsplev	Cold Absorb per Level
DamDUplev	vs D/U Damage per Level
012secplev	: +0.20 Seconds per Level
DefDAEplev	More Defense Bonus per Level
Dexplev	Dexterity per Level
Dmmnplev	Less Mana Consumption per Level
Dmmnplev2	: +2.5% Less Mana Consumption per Level
Dodgeplv	Chance to Dodge per Level
EEplev	+1 Elemental per %d Levels
ESkillBalloons	Balloons: 
ESkillGrizz	Elementals: 
ESkillMiss	Missiles: 
ESkillVines	Vines: 
ElemDampLevAll	All Elemental Damage per Level
ElemDampLevEach	Each Elemental Damage per Level
EskillPerBlade2	 per second
Fabsplev	Fire Absorb per Level
Ffleeplev	Faster Flee per Level
GGplev	Extra Gold per Level
HPACplev	Life & Defense per Level
KBplev	Knockback per Level
Labsplev	Lightning Absorb per Level
Lifrplev	Life Recovered per Level
Lifstplev	+1 Life Stolen per %d Levels
MFplev	More Magic Items per Level
Manaplev	Mana per Level
Manrplev	Mana Recovered per Level
Manstplev	+1 Mana Stolen per %d Levels
ModLvlReq	Level Requirement
ModStr1a2	 to Strength
ModStr1c2	 to Vitality
ModStr1sm	to Maximum Magic Damage
ModStr1x2	Better Chance of Getting Magic Items
ModStr3u2	Getting Hit Causes Monster To Flee
ModStr5c2	Chance of Crushing Blow
ModStr6h1	Fires Level
ModStr6h2	Magic Arrows
ModStr6i2	Explosive Arrows
ModStre8a	to Druid Skill Levels
ModStre8b	to Assassin Skill Levels
ModitemdamMagsk	to Magic Skill Damage
Moditemenresmagsk	to Enemy Magic Resistance
Moditemenrespoissk	to Enemy Poison Resistance
OWplev	Open Wounds per Level
Slowfrwplev	Slower Run/Walk per Level
Pchplev	Percent Chance per Level
Alldplev	All Damage per Level
PhysResplev	Physical Resist per 3 Levels
Rangpxlev	+0.67 Yard per %d Levels
Ravplev	+1 Raven per %d Levels
Regplev	Mana Regen per Level
ResAllplev	Resist All per Level
ResFCLplev	Resist F/C/L per Level
Rescplev	Resist Cold per Level
Resfplev	Resist Fire per Level
Reslplev	Resist Lightning per Level
Respmplev	Resist Poison & Magic per Level
ReviveVelocity	Walk/Run Speed per Level
Secplev3	+1 Second per %d Levels
SmtStunplev	: +0.12 Second Stun Length per Level
Spikeplev	Spike per level
Stplev	Life Stolen per Level
StrEach	Each Skill Also Gives
StrEachGolem	Each Golem Adds
StrHolyFFS	Holy Fire, Freeze, Shock
StrSkill121	All Skills: 
StrSkill124	Experience Bonus: 
StrSkill150	(synergy doesn't boost converted damage)
StrSkill151	Physical Resist: 
StrSkill152	Defense vs. Melee: 
StrSkill153	Defense vs. Missile: 
StrSkill154	Chance of Crushing Blow: 
StrSkill155	% of Caster's Life
StrSkill156	Equipment Level: 
StrSkill157	Spawned with Random Equipment
StrSkill158	Sway / Dodge
StrSkill159	Cast Rate: 
StrSkill160	Defense: 
StrSkill161	Faster Block: 
StrSkill162	Faster Recovery: 
StrSkill163	Mana Consumption: 
StrSkill164	+1 Missile per 6 Base Points
StrSkill165	Holy Bolt Heals: 
StrSkill166	Life after each Kill [x2]: 
StrSkill167	Pierce: 
StrSkill168	Damage to Undead: 
StrSkill169	Damage to Demons: 
StrSkill170	Holy Bolts: 
StrSkill171	Your 
StrSkill172	Attack to Demons/Undead: 
StrSkill173	Damage to Demons/Undead: 
StrSkill174	 percent\nwhen inactive,
StrSkill175	Maximum Fire Resist: 
StrSkill176	Maximum Cold Resist: 
StrSkill177	Maximum Lightning Resist: 
StrSkill178	Chance of Open Wounds: 
StrSkill179	1% Chance of Crushing Blow per Base Point 
StrSkill180	Resist F/C/L: 
StrSkill181	Damage Reduced by: 
StrSkill182	Hydra Lightning Damage: 
StrSkill183	Poison Duration Reduced by 
StrSkill184	Curse Duration Reduced by 
StrSkill185	Life Recovered: 
StrSkill186	Mana Recovered: 
StrSkill187	Faster Cast Rate: 
StrSkill188	Absorb Fire: 
StrSkill189	Absorb Cold: 
StrSkill190	Absorb Lightning: 
StrSkill191	Resist Poison & Magic: 
StrSkill192	Iron Skin: 
StrSkill193	Natural Resistance: 
StrSkill194	as much as itself by synergy
StrSkill195	Converts to Magic Damage: 
StrSkill196	Convert to Magic per Level
StrSkill197	: Critical Strike Bonus
StrSkill198	Resist Magic: 
StrSkill199	: +5% Stun Duration per Level
StrSkill200	Vampires: 
StrSkill201	Skeletons & Vampires: 
StrSkill202	Spell Level: 
StrSkill203	Revive, Vampire
StrSkill204	+1 to All Skills per 6 Base Points
StrSkill205	 Missiles
StrSkill206	all damage converted to magic damage
StrSkill207	+1 Vine per 5 Base Points
StrSkill208	Attack Rating: 
StrSkill209	Attacker Takes Damage: 
StrSkill210	Knockback Monsters: 
StrSkill211	Knockback Uniques: 
StrSkill212	Knockback Boss/PvP: 
StrSkill213	equal to the Cold Damage\nAlso deals Physical Damage
StrSkill214	+1 to All Skills per 10 Base Points
StrSkill215	% of corpse Life
StrSkill216	Traps: 
StrSkill217	Each Charge-Up Skill Gives
StrSkill218	 to Monster Defense Per Hit
StrSkill219	% Chance of Open Wounds
StrSkill220	Enemy Fire Resist: 
StrSkill221	% Chance of Crushing Blow
StrSkill222	 spirits
StrSkill223	Enemy Cold Resist: 
StrSkill224	Enemy Lightning Resist: 
StrSkill225	+1 Elemental per 20 Base Points
StrSkill226	Jab, Fend
StrSkill227	+0.67 yard per 3 Base Points
StrSkill228	Spell Level: 
StrSkill229	+1 To Passive Skills per Base Point\n+150 Attacker Takes Damage per Base Point\n+1 Ghost per 10 Base Points
StrSkill230	+1 Trigger Missile per 15 Base Points\n+1 Missile per 2 Base Points
StrSkill231	 Trigger Missiles
StrSkill232	-1% Enemy Resist per Base Point
StrSkill233	Poison Immune
StrSkill234	Convert to Magic per Level
StrSkill54c	Resist Cold: 
StrSkill54f	Resist Fire: 
StrSkill54l	Resist Lightning: 
StrSkillRD	Damage Reduced by 
StrSkillkb	Knockback Radius: 
StrUI0b	Blood Golem
StrUI0c	Clay Golem
StrUI0f	Fire Golem
StrUI0n	Metal Golem
StrUI2	Vampire
Strplev	Strength per Level
Trapplev	+1 Trap per %d Levels
Vineplev	+1 Vine per %d Levels
Warrplev	+1 Summoned per %d Levels
Wolfplev	+1 Wolf per %d Levels
strUI13c	Volcanic
strUI13p	Poison
strUI13v	Arctic
strUI7e	Elemental
Act 5 Hireling 1hs	Act 5 Hireling
Act 5 Hireling 2hs	Act 5 Hireling
Baal Subject 1	Lister the Tormentor
Baal Subject 2	Andariel
Baal Subject 3	Duriel
Baal Subject 4	Mephisto Tamer
Baal Subject 5	Diablo
Beholder	Beholder
Belhifet	Belhifet
BlackKnight	Black Knight
BlackSoul	Illusion Weaver
BloodClan	Blood Clan
BloodClanLord	Blood Clan Lord
BloodDiver	Blood Claw
BloodGolem	Blood Golem
BloodKnight	Blood Knight
Bunny	Bunny
BurningSoul	Unseen
Cannibal	Cannibal
Carver	Carver
CarverShaman	Carver Shaman
Chaos Flame Mage	Chaos Flame Mage
Chaos Ice Mage	Chaos Ice Mage
Chaos Lightning Mage	Chaos Lightning Mage
Chaos Summoner	Chaos Summoner
ClayGolem	Clay Golem
Cow Fly	Cow Fly
CowWitch	Milkmaiden
Cowdecoy	Cow Balloon
Cyclops	Cyclops
Dark Clone	Dark Clone
Dark Crusher	Dark Crusher
Dark Harpie	Dark Harpie
Dark Magician	Dark Magician
DarkFamiliar	Dark Familiar
DarkOne	Dark One
DarkShaman	Dark Shaman
Death Stinger	Death Stinger
DeathClan	Death Clan
DeathClanLord	Death Clan Lord
DeathKnight	Death Knight
DesertWing	Winged Demon
Devilkin	Devilkin
DevilkinShaman	Devilkin Shaman
DoomApe	Orc Warrior
DoomGuard	Doom Guard
Dozaemon	Dozaemon
DuneBeast	Orc Footsoldier
Fallen	Fallen
FallenShaman	Fallen Shaman
Fiend	Gargoyle
FireGolem	Fire Golem
FlayedOne	Flayed One
FrostCharger	Frost Charger
Ghost Bovine	Ghost Bovine
Giant	Giant
Gloam	Hidden
Gloombat	Death Wing
Grand Vizier of Chaos	King Leoric
Hairdresser	Hairdresser
Hell Cowboy	Hell Cowboy
HellCharger	Hell Charger
HellClan	Hell Clan
HellClanLord	Hell Clan Lord
HornedDemon	Horned Demon
Infector of Souls	Lachdanan
Injured Barbarian 1	Injured Barbarian
Injured Barbarian 2	Injured Barbarian
Injured Barbarian 3	Injured Barbarian
IronGolem	Metal Golem
JungleHunter	Orc Master
Leoric	Leoric's Knight
Lord De Seis	Black Jade
MoonClan	Moon Clan
MoonClanLord	Moon Clan Lord
MudMan	Mud Man
MudRunner	Mud Runner
NightClan	Night Clan
NightClanLord	Night Clan Lord
ObsidianLord	Obsidian Lord
Raven Imp	Raven Imp
Raven Shaman	Raven Shaman
RockDweller	Orc Soldier
Sarinas Maiden	Sarina's Maiden
SnowYeti1	Dark Knight
SnowYeti2	Shade Knight
SnowYeti3	Black Knight
SnowYeti4	Sinister Knight
Sorrow Imp	Sorrow Imp
Sorrow Summoner	Sorrow Summoner
Soulless Archer	Soulless Archer
SteelLord	Steel Lord
SummonerBaal	Summoner
SwampGhost	Swamp Ghost
TempleGuard	Orc Destroyer
ToadDemon	Toad Demon
Treant	Treant
WarpedFallen	Warped Fallen
WarpedShaman	Warped Shaman
Water Elemental	Water Elemental
WavesMage	WavesMage
Worldstone Effect	Worldstone Effect
heals Cows and Cowboys	heals Cows and Cowboys
raises Blood Clan	raises Blood Clan
raises Chaos Mages	raises Chaos Mages
raises Death Clan	raises Death Clan
raises Hell Clan	raises Hell Clan
raises Moon Clan	raises Moon Clan
raises Night Clan	raises Night Clan
raises Raven Imps	raises Raven Imps
fq0	ÿc9FAQ Scroll 1
fq1	ÿc9FAQ Scroll 2
fq2	ÿc9FAQ Scroll 3
fq3	ÿc9FAQ Scroll 4
fq4	ÿc9FAQ Scroll 5
fq5	ÿc9FAQ Scroll 6
fq6	ÿc9FAQ Scroll 7
fq7	ÿc9FAQ Scroll 8
fq8	ÿc9FAQ Scroll 9
fq9	ÿc9FAQ Scroll 10
fq0desc	earn gold for shopping and gambling.\nwe sincerely like to help you to\nother usage than in-game information.\nour customer service and have no\nthese faq scrolls are a part of
fq1desc	from treasure boxes to buy better items.\nstarting gears, you can get some gold\neven if you can't kill anything with the\nfight against only quill rats and fallens.\nif you have trouble killing monsters,
fq2desc	make the combat safer.\ncold damage and ranged attacks\nof town, create a new game.\nif a bad boss blocks the entrance\nvisit akara frequently for healing.\ndon't go far from town and
fq3desc	shrines and exploding shrines.\nnever fail to touch poison\npots sell for good gold.\nlow quality ones) and throwing\nthrowing weapons (including
fq4desc	and size activates a gemword.\nwith the gems of the same color\na tp key.) filling an item\nan item very cheaply. (cube with\nyou can pull out the gems from
fq5desc	you desperately need gold.\nimportant, but save them unless\ndecipherers and organs are less\nrerolled into another scroll.\neven redundant scrolls can be\nnever sell ancient scrolls,
fq6desc	7 magic items -> a rare item\n3 magic items -> a magic item \nreroll them into magics and rares.\ncharms and jewels because you can\nnever sell junk rings, amulets,
fq7desc	Frostburn and Ume's Lament.\nsome good coupons like Magefist,\ngold. but you may like to keep\nnot so useful, and sell for some\nlow level coupons and decals are
fq8desc	and leather armor for rogue.\ngamble short bows, skull caps\nleather gloves for magic find.\ngamble light belts, boots and\nrings and amulets are cheap.\ngamble is rewarding. especially
fq9desc	any more questions?
t16	(needs 3 pts)\noutput: ÿc3Magicÿc0 -> ÿc3Magicÿc0 LC;\nCube to select output\nCube with a key to reroll\nring/amulet/jewel/charm\nCube with a magic/rare
t72	output: ÿc9Coupon (eli)ÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t73	output: ÿc8Wild Cardÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
t74	output: ÿc;Full Rejuv Potÿc0\nCube to select output\nCube with a key to extract\nCube with a material to store
96j	ÿc4(Normal)\nAncient Coupon
97j	ÿc4(Exceptional)\nAncient Coupon
98j	ÿc4(Elite)\nAncient Coupon
bcpn1	ÿc1Coupon (nor)
bcpn2	ÿc5Coupon (exc)
bcpn3	ÿc9Coupon (eli)
an0desc	character's level doesn't matter (ilvl=99)\nweapon or armor to make a unique item\nCube with a white no socket normal
an1desc	character's level doesn't matter (ilvl=99)\nweapon or armor to make a unique item\nCube with a white no socket exceptional
an2desc	character's level doesn't matter (ilvl=99)\nweapon or armor to make a unique item\nCube with a white no socket elite
jr7	ÿc3Arrow Point
jr8	ÿc3Bolt Point
skillld75	you can summon one of each golem\nto fight by your side\ncreates a golem from the earth
skillld85	you can summon one of each golem\nit steals\ncreates a golem that shares with you the life
skillld90	you can summon one of each golem\nthe properties of the item\ntransforms a metallic item into a golem that gains
skillld94	you can summon one of each golem\nit receives from fire into life\ncreates a golem that converts the damage
tkn	Token
tkz	Tokenizer
bcpdesc	making a wild card\nrerolling a coupon or\ncan be used only for
wlddesc	4 wild cards = coupon (eli)\n2 wild cards = coupon (exc)\n1 wild card = coupon (nor)
tkzdesc	Cube the token to reconvert\nidentifies unid items automatically)\n(runewords must be unsocketed,\nor armor to convert it to a token\nCube with a non ethereal weapon
Roaring Thunder	Roaring Thunder
Iron Thimble	Iron Thimble
Fascinating	Fascinating
Excellent	Excellent
of Smiting	of Smiting
FRWplev	: Walk/Run Speed per Level
Quality	Quality
Factory Director	Factory Director
Dark Planter	Dark Planter
Dark Employee	Dark Employee
Dark Farmer	Dark Farmer
Scarecrow	Scarecrow
Factory Dust	Factory Dust
Factory Scavenger	Factory Scavenger
Dark Bouncer	Dark Bouncer
Dark Clerk	Dark Clerk
Part-Timer	Part-Timer
Part-Timer	Part-Timer
Veteran Part-Timer	Veteran Part-Timer
Dark Warehouser	Dark Warehouser
Electric Leakage	Electric Leakage
Dark Researcher	Dark Researcher
Death Plower	Death Plower
Living Clod	Living Clod
Runeword898	Stone
Runeword899	Void
Runeword900	Forefeel
Runeword901	Gold
Runeword902	Fog
Runeword903	Moon
Runeword904	Sin
Runeword905	Hot
Runeword906	Millennium
Runeword907	Memory
Runeword908	Rain
Runeword909	Rain
Runeword910	Winter
Runeword911	Nature's Kingdom
Runeword912	Psychic
Runeword913	Captive
Runeword914	Wealth
Runeword915	Youth
Runeword916	Harmony
Runeword917	Daylight
of the Hero	of the Hero
raises Part-Timers	raises Part-Timers
Stained Glass	Stained Glass
ba4	Assault Helm
ba9	Savage Helm
Runeword918	Spirit
Runeword919	Abandon
StrSkill235	Attacker Takes Lightning Damage of 
StrSkill236	Attacker Takes Damage of 
StrSkill237	F/C/L/P and magic immune
Spiritplev	+1 Spirit per %d Levels
ESkillSpirits	Spirits: 
mc0	ÿc2Small Charm\nDiablo's Heart
mc1	ÿc2Small Charm\nWave's Heart
mc2	ÿc2Small Charm\nIhsan's Heart
mc3	ÿc2Small Charm\nLich's Heart
mc4	ÿc2Small Charm\nAngel's Heart
mc5	ÿc2Small Charm\nKain's Heart
mc6	ÿc2Small Charm\nSarevok's Heart
mc7	ÿc2Small Charm\nJade's Heart
mc8	ÿc2Small Charm\nArion's Heart
mc9	ÿc2Small Charm\nDanarak's Heart
nc0	ÿc2Small Charm\nNature's Heart
nc1	ÿc2Small Charm\nCow King's Heart
nc2	ÿc2Broken Small Charm
Runeword920	Stone
Runeword921	Void
Runeword922	Forefeel
Runeword923	Gold
Runeword924	Fog
Runeword925	Moon
Runeword926	Sin
gchit1	ÿc0(ilvl=45)\nÿc9rare: 30% chance\nÿc2set: 5% chance\nÿc4unique: 5% chance
gchit2	(ilvl=65)\nÿc0excep: 50% chance\nÿc9rare: 30% chance\nÿc2set: 5% chance\nÿc4unique: 5% chance
gchit3	(ilvl=85)\nexcep: 33% chance\nÿc0elite: 33% chance\nÿc9rare: 30% chance\nÿc2set: 5% chance\nÿc4unique: 5% chance
Dummy	
ci4	Faceguard
a00	ÿc4(Hand Axe)\nGambling
a01	ÿc4(Axe)\nGambling
a02	ÿc4(Double Axe)\nGambling
a03	ÿc4(Military Pick)\nGambling
a04	ÿc4(War Axe)\nGambling
a05	ÿc4(Large Axe)\nGambling
a06	ÿc4(Broad Axe)\nGambling
a07	ÿc4(Battle Axe)\nGambling
a08	ÿc4(Great Axe)\nGambling
a09	ÿc4(Giant Axe)\nGambling
a10	ÿc4(Short Bow)\nGambling
a11	ÿc4(Hunter's Bow)\nGambling
a12	ÿc4(Long Bow)\nGambling
a13	ÿc4(Composite Bow)\nGambling
a14	ÿc4(Short Battle Bow)\nGambling
a15	ÿc4(Long Battle Bow)\nGambling
a16	ÿc4(Short War Bow)\nGambling
a17	ÿc4(Long War Bow)\nGambling
a18	ÿc4(Light Crossbow)\nGambling
a19	ÿc4(Crossbow)\nGambling
a20	ÿc4(Heavy Crossbow)\nGambling
a21	ÿc4(Repeating Crossbow)\nGambling
a22	ÿc4(Dagger)\nGambling
